model,std,magnitude,model_seed,perturb_seed,acc
syn_learned,3,0.2,1,1,79.97542997542998
syn_learned,3,0.2,1,2,79.7911547911548
syn_learned,3,0.3,1,0,73.8943488943489
syn_learned,3,0.3,1,1,73.67936117936118
syn_learned,3,0.3,1,2,74.12469287469287
syn_learned,3,0.4,1,0,64.32739557739558
syn_learned,3,0.4,1,1,65.00307125307125
syn_learned,3,0.4,1,2,65.50982800982801
syn_learned,3,0.5,1,0,53.02518427518427
syn_learned,3,0.5,1,1,51.9502457002457
syn_learned,3,0.5,1,2,52.103808353808354
syn_learned,3,0.0,2,0,84.21375921375922
syn_learned,3,0.1,2,0,82.07923832923834
syn_learned,3,0.1,2,1,82.43243243243244
syn_learned,3,0.1,2,2,82.64742014742015
syn_learned,3,0.2,2,0,79.5608108108108
syn_learned,3,0.2,2,1,79.36117936117937
syn_learned,3,0.2,2,2,79.36117936117937
syn_learned,3,0.3,2,0,74.247542997543
syn_learned,3,0.3,2,1,74.10933660933661
syn_learned,3,0.3,2,2,73.08046683046683
syn_learned,3,0.4,2,0,64.46560196560196
syn_learned,3,0.4,2,1,64.92628992628993
syn_learned,3,0.4,2,2,64.94164619164619
syn_learned,3,0.5,2,0,51.48955773955774
syn_learned,3,0.5,2,1,51.79668304668305
syn_learned,3,0.5,2,2,51.42813267813268
syn_learned,8,0.0,0,0,84.32125307125307
syn_learned,8,0.1,0,0,82.43243243243244
syn_learned,8,0.1,0,1,82.60135135135135
syn_learned,8,0.1,0,2,82.7088452088452
syn_learned,8,0.2,0,0,79.91400491400492
syn_learned,8,0.2,0,1,80.0982800982801
syn_learned,8,0.2,0,2,79.745085995086
syn_learned,8,0.3,0,0,74.9539312039312
syn_learned,8,0.3,0,1,74.87714987714988
syn_learned,8,0.3,0,2,75.0460687960688
syn_learned,8,0.4,0,0,66.1394348894349
syn_learned,8,0.4,0,1,66.72297297297297
syn_learned,8,0.4,0,2,66.66154791154791
syn_learned,8,0.5,0,0,54.79115479115479
syn_learned,8,0.5,0,1,54.407248157248155
syn_learned,8,0.5,0,2,54.85257985257985
syn_learned,8,0.0,1,0,84.42874692874693
syn_learned,8,0.1,1,0,83.07739557739558
syn_learned,8,0.1,1,1,83.06203931203932
syn_learned,8,0.1,1,2,82.8931203931204
syn_learned,8,0.2,1,0,79.59152334152334
syn_learned,8,0.2,1,1,79.34582309582309
syn_learned,8,0.2,1,2,80.17506142506143
syn_learned,8,0.3,1,0,74.41646191646191
syn_learned,8,0.3,1,1,74.07862407862407
syn_learned,8,0.3,1,2,74.35503685503686
syn_learned,8,0.4,1,0,65.89373464373465
syn_learned,8,0.4,1,1,65.07985257985258
syn_learned,8,0.4,1,2,65.81695331695332
syn_learned,8,0.5,1,0,53.36302211302211
syn_learned,8,0.5,1,1,53.1480343980344
syn_learned,8,0.5,1,2,52.902334152334156
syn_learned,8,0.0,2,0,83.737714987715
syn_learned,8,0.1,2,0,82.21744471744472
syn_learned,8,0.1,2,1,82.46314496314497
syn_learned,8,0.1,2,2,82.8009828009828
syn_learned,8,0.2,2,0,79.5608108108108
syn_learned,8,0.2,2,1,79.59152334152334
syn_learned,8,0.2,2,2,79.91400491400492
